종목명,최종점수,가치점수,우량점수,모멘텀점수(샤프+이익),샤프지수,거래대금(억)
케이엔알시스템,0.4964,0.3922,0.4599,0.6387,1.69,10
대한유화,0.4962,0.1261,0.6744,0.6898,1.17,57
삼아알미늄,0.4961,0.5238,0.4960,0.4699,2.33,225
제닉스로보틱스,0.4935,0.6373,0.5855,0.2591,0.95,145
한솔홀딩스,0.4932,0.3109,0.6883,0.4818,0.57,35
삼성전기,0.4931,0.0840,0.6978,0.6989,4.15,27330
삼성증권,0.4927,0.5252,0.3788,0.5756,1.43,753
보령,0.4927,0.6387,0.6707,0.1702,0.59,13
한국전력공사,0.4927,0.3291,0.5495,0.6008,0.79,1027
대우건설,0.4924,0.3739,0.4499,0.6548,2.73,3196
티에프이,0.4912,0.1583,0.5940,0.7227,1.55,67
세보엠이씨,0.4911,0.1359,0.7339,0.6050,2.09,11
세아제강,0.4910,0.6064,0.6741,0.1940,0.27,22
iM금융지주,0.4906,0.4174,0.3647,0.6912,1.51,129
코칩,0.4900,0.5014,0.6737,0.2962,0.69,467
포스코인터내셔널,0.4893,0.3249,0.6240,0.5203,1.06,412
모비스,0.4891,0.5168,0.3267,0.6254,1.02,13
현대차증권,0.4887,0.5322,0.3436,0.5917,0.94,21
KEC,0.4886,0.5098,0.5857,0.3718,1.50,120
티케이지휴켐스,0.4879,0.5812,0.6990,0.1849,0.44,37
성호전자,0.4875,0.3347,0.5487,0.5805,3.96,2254
에스에이엠티,0.4872,0.0504,0.7187,0.6940,3.33,399
BGF,0.4870,0.5588,0.6754,0.2283,0.65,11
상신이디피,0.4865,0.4328,0.5641,0.4643,1.97,59
한일철강,0.4855,0.1681,0.5952,0.6947,1.30,20
롯데정밀화학,0.4855,0.3852,0.6917,0.3810,1.19,36
일진홀딩스,0.4850,0.0112,0.6778,0.7675,1.74,26
두산에너빌리티,0.4848,0.5672,0.5098,0.3789,1.37,3431
AP시스템,0.4845,0.4552,0.6068,0.3929,1.12,25
티움바이오,0.4844,0.7423,0.2201,0.4923,1.16,33
켄코아에어로스페이스,0.4843,0.1709,0.5932,0.6905,1.33,659
서울바이오시스,0.4843,0.5126,0.2415,0.7003,2.34,77
KB금융,0.4819,0.4244,0.3689,0.6541,1.26,2520
KG모빌리티,0.4817,0.7213,0.5874,0.1380,0.45,37
삼진제약,0.4816,0.4202,0.6963,0.3298,0.29,110
한화비전,0.4814,0.5728,0.4780,0.3950,0.77,449
에스티팜,0.4811,0.4258,0.6632,0.3557,1.20,174
에스바이오메딕스,0.4809,0.8249,0.2608,0.3585,0.70,30
코미코,0.4809,0.1611,0.6788,0.6043,1.47,342
휴온스,0.4808,0.3417,0.6855,0.4167,0.61,28
삼성에스디에스,0.4805,0.4370,0.6768,0.3291,0.51,2991
디앤디파마텍,0.4804,0.7857,0.2885,0.3683,1.21,1885
동국홀딩스,0.4799,0.4356,0.6736,0.3319,1.08,20
지놈앤컴퍼니,0.4793,0.4006,0.3869,0.6520,1.54,54
AP위성,0.4792,0.6050,0.5944,0.2395,0.87,58
현대비앤지스틸,0.4792,0.5490,0.5923,0.2976,0.83,18
우리기술,0.4788,0.5938,0.4132,0.4307,2.08,821
코리안리,0.4785,0.3936,0.3683,0.6751,1.33,87
남해화학,0.4778,0.4384,0.7135,0.2829,0.33,39
한국첨단소재,0.4778,0.9776,0.3500,0.1071,0.63,216
필옵틱스,0.4772,0.7493,0.5633,0.1204,0.59,140
에스비비테크,0.4766,0.3375,0.3500,0.7437,2.02,120
에이스테크,0.4766,0.4524,0.5389,0.4398,1.01,14
티이엠씨,0.4761,0.1275,0.6980,0.6043,2.33,393
차바이오텍,0.4758,0.7241,0.4051,0.2997,0.92,51
안국약품,0.4751,0.4902,0.6164,0.3200,0.92,47
피노,0.4727,0.7115,0.2747,0.4335,2.05,215
SKC,0.4727,0.8978,0.3293,0.1926,0.89,1298
두산퓨얼셀,0.4716,0.5112,0.4499,0.4552,2.28,624
에스케이바이오팜,0.4712,0.2465,0.7238,0.4447,0.34,459
피에스텍,0.4700,0.3824,0.6075,0.4216,1.29,14
LS,0.4682,0.0560,0.5237,0.8263,2.20,1204
두산로보틱스,0.4666,0.4300,0.5566,0.4146,1.73,3347
에이비엘바이오,0.4666,0.7787,0.3500,0.2724,1.02,496
솔브레인홀딩스,0.4657,0.4132,0.6857,0.2997,0.80,43
한화갤러리아,0.4657,0.5154,0.5161,0.3669,1.54,95
금호타이어,0.4655,0.3641,0.6585,0.3754,0.55,39
F&F,0.4654,0.3978,0.7582,0.2416,0.34,92
LG유플러스,0.4651,0.3557,0.6013,0.4398,0.73,302
서울반도체,0.4648,0.5070,0.5325,0.3564,1.54,186
하림지주,0.4631,0.1597,0.6077,0.6232,0.77,82
세아베스틸지주,0.4630,0.2815,0.5675,0.5413,1.97,192
이지홀딩스,0.4629,0.4678,0.6290,0.2934,0.68,18
유니셈,0.4629,0.2297,0.7016,0.4587,1.29,66
페니트리움바이오,0.4628,0.6331,0.2750,0.4818,2.07,89
포스코엠텍,0.4627,0.5056,0.5850,0.2990,1.13,26
씨메스로보틱스,0.4627,0.6345,0.4707,0.2843,0.77,21
아이센스,0.4625,0.2871,0.5757,0.5259,0.44,14
LS증권,0.4621,0.6176,0.3457,0.4244,1.04,13
영원무역,0.4617,0.2857,0.6014,0.4993,1.25,69
성도이엔지,0.4616,0.0602,0.6306,0.6954,1.81,20
영원무역홀딩스,0.4606,0.2759,0.6213,0.4860,1.21,34
코리아써키트,0.4599,0.0350,0.4860,0.8599,3.02,489
쏠리드,0.4593,0.2675,0.6874,0.4244,1.45,497
BGF리테일,0.4590,0.5574,0.5934,0.2276,0.54,126
원익QnC,0.4584,0.2283,0.6000,0.5483,1.66,197
진성티이씨,0.4581,0.0770,0.7132,0.5854,1.12,36
KX하이텍,0.4572,0.3319,0.6461,0.3950,1.01,103
태웅,0.4559,0.4342,0.6758,0.2591,0.84,77
경인양행,0.4551,0.2213,0.6888,0.4566,1.17,37
엘케이켐,0.4547,0.4062,0.6847,0.2745,0.87,32
쓰리빌리언,0.4545,0.5770,0.3850,0.4027,0.76,19
보성파워텍,0.4529,0.0084,0.6921,0.6597,1.91,146
아스트,0.4528,0.3067,0.5356,0.5175,0.63,11
현대약품,0.4520,0.4944,0.5430,0.3200,1.39,269
테크윙,0.4516,0.2451,0.5320,0.5791,0.92,1678
태성,0.4503,0.4734,0.5036,0.3754,1.47,199
오리엔탈정공,0.4502,0.1232,0.7743,0.4545,0.51,13
이구산업,0.4496,0.0322,0.7221,0.5959,0.73,23
미래에셋증권,0.4494,0.1835,0.3566,0.8095,2.12,1938
LX하우시스,0.4491,0.6303,0.5133,0.2052,0.78,13
로보스타,0.4485,0.3697,0.5555,0.4216,1.97,1180
유성티엔에스,0.4482,0.2171,0.7080,0.4209,1.35,21
GS건설,0.4469,0.6120,0.4757,0.2542,0.87,432
세아메카닉스,0.4467,0.3725,0.5864,0.3824,1.53,90
오스코텍,0.4424,0.4188,0.4925,0.4174,0.99,122
유비쿼스,0.4414,0.2031,0.6841,0.4384,1.34,13
미래에셋생명,0.4410,0.4454,0.3383,0.5406,1.62,590
이랜시스,0.4398,0.1106,0.7184,0.4916,0.98,92
현대그린푸드,0.4381,0.2801,0.7365,0.2990,0.29,10
제룡전기,0.4380,0.1204,0.7977,0.3971,1.03,145
모베이스전자,0.4378,0.1947,0.5528,0.5672,1.70,60
하이록코리아,0.4376,0.2577,0.7168,0.3396,0.81,17
토비스,0.4375,0.1989,0.7276,0.3873,0.96,10
동양생명,0.4374,0.7283,0.3738,0.2115,0.44,13
대성산업,0.4370,0.2017,0.5736,0.5371,1.01,29
한섬,0.4366,0.1078,0.6934,0.5098,1.39,28
알루코,0.4357,0.3011,0.7189,0.2885,0.47,22
솔루스첨단소재,0.4354,0.5952,0.5463,0.1660,0.80,91
삼표시멘트,0.4347,0.3459,0.5049,0.4545,1.98,223
덕산하이메탈,0.4344,0.3207,0.4845,0.4993,2.10,239
성일하이텍,0.4338,0.5196,0.2942,0.4888,1.58,48
피엔티,0.4336,0.2507,0.6823,0.3690,1.13,79
에프에스티,0.4326,0.0518,0.5357,0.7115,1.34,53
에이디테크놀로지,0.4305,0.4440,0.5043,0.3445,1.49,91
삼보모터스,0.4296,0.1485,0.6620,0.4797,0.68,31
제이아이테크,0.4284,0.1723,0.6654,0.4489,0.63,11
인벤티지랩,0.4269,0.9496,0.2232,0.1092,0.66,42
네패스아크,0.4261,0.4034,0.4778,0.3985,1.68,226
천보,0.4256,0.0588,0.6736,0.5455,0.76,32
동국제강,0.4250,0.3053,0.6740,0.2969,0.99,39
선도전기,0.4229,0.5448,0.3665,0.3585,1.38,116
기가비스,0.4228,0.2619,0.4917,0.5161,2.67,224
금호석유화학,0.4223,0.1092,0.7058,0.4531,0.78,127
유안타증권,0.4221,0.5434,0.3312,0.3929,1.28,56
엑스게이트,0.4216,0.4496,0.5610,0.2556,1.11,595
현대엘리베이터,0.4213,0.1541,0.6489,0.4622,0.23,247
와이제이링크,0.4208,0.4580,0.4990,0.3067,1.37,60
엘앤씨바이오,0.4190,0.3165,0.5930,0.3487,1.33,326
휴스틸,0.4188,0.4874,0.5930,0.1772,0.68,41
케이씨씨,0.4187,0.3305,0.5600,0.3669,1.28,210
삼익THK,0.4168,0.7045,0.5365,0.0105,0.26,24
아주IB투자,0.4158,0.2829,0.4005,0.5651,2.43,1138
헥토이노베이션,0.4151,0.1569,0.7240,0.3655,0.45,10
HS효성첨단소재,0.4147,0.4650,0.5682,0.2122,0.58,35
사피엔반도체,0.4147,0.2423,0.2768,0.7262,1.43,36
유니트론텍,0.4144,0.1401,0.7262,0.3782,0.64,96
SK이노베이션,0.4138,0.5630,0.3954,0.2843,0.67,607
LF,0.4136,0.0868,0.5949,0.5602,1.27,11
심텍,0.4122,0.3627,0.3514,0.5238,2.36,1288
케이씨에스,0.4110,0.0658,0.6915,0.4769,0.70,200
예스티,0.4106,0.0490,0.6889,0.4951,1.04,123
비에이치,0.4098,0.2731,0.5358,0.4216,1.80,269
한국콜마,0.4083,0.1022,0.6968,0.4272,0.29,170
한미글로벌,0.4081,0.1317,0.7200,0.3739,0.76,35
GS,0.4080,0.1373,0.6083,0.4797,1.42,210
삼화콘덴서공업,0.4074,0.0042,0.6968,0.5224,1.67,2435
SK가스,0.4068,0.0924,0.5934,0.5357,0.52,41
넥스트바이오메디컬,0.4066,0.3894,0.5811,0.2507,0.41,36
오픈엣지테크놀로지,0.4052,0.5714,0.3037,0.3417,0.47,28
한국금융지주,0.4037,0.1457,0.3985,0.6681,1.46,725
슈프리마,0.4025,0.0364,0.7268,0.4454,0.73,16
KH바텍,0.4022,0.0574,0.7051,0.4454,0.57,29
노바텍,0.4017,0.2941,0.7139,0.1982,0.39,12
와이바이오로직스,0.4006,0.2927,0.4081,0.5021,1.31,21
컨텍,0.4002,0.2339,0.5526,0.4153,1.51,43
CJ대한통운,0.3982,0.3655,0.6146,0.2157,0.34,61
대덕전자,0.3981,0.0966,0.5854,0.5133,3.47,2044
엔젤로보틱스,0.3976,0.4216,0.4201,0.3522,0.73,41
다우기술,0.3957,0.1807,0.5782,0.4293,0.94,28
LS머트리얼즈,0.3952,0.2563,0.5875,0.3431,1.36,287
우리넷,0.3946,0.2255,0.5847,0.3746,1.35,72
유니퀘스트,0.3932,0.0882,0.7173,0.3754,0.53,26
하이비젼시스템,0.3925,0.3515,0.6900,0.1373,0.33,19
명신산업,0.3924,0.2843,0.6034,0.2906,0.84,22
대양전기공업,0.3922,0.0420,0.7100,0.4258,0.46,14
코스텍시스,0.3916,0.2241,0.4686,0.4832,2.26,119
나노신소재,0.3907,0.1218,0.6768,0.3746,0.98,63
오늘이엔엠,0.3906,0.3992,0.3500,0.4237,1.49,16
아이쓰리시스템,0.3904,0.1639,0.6484,0.3599,0.39,52
펄어비스,0.3895,0.4104,0.6116,0.1478,0.50,235
진흥기업,0.3894,0.3081,0.5392,0.3221,0.96,21
현대바이오,0.3879,0.3529,0.5093,0.3025,1.34,387
파워넷,0.3867,0.0700,0.5820,0.5091,1.60,89
SV인베스트먼트,0.3865,0.0266,0.3995,0.7346,1.40,32
한국단자공업,0.3857,0.0672,0.7134,0.3775,0.89,22
한국무브넥스,0.3856,0.1765,0.6698,0.3116,0.41,13
신성이엔지,0.3854,0.2493,0.5452,0.3627,1.53,196
SGC에너지,0.3853,0.3389,0.4113,0.4069,1.49,59
코오롱,0.3851,0.4468,0.4498,0.2598,1.10,48
아이씨티케이,0.3846,0.4076,0.5086,0.2388,0.60,535
나무기술,0.3811,0.1849,0.4954,0.4643,1.58,541
티에이치엔,0.3798,0.0238,0.5581,0.5588,1.95,63
대성하이텍,0.3787,0.0728,0.4244,0.6401,1.10,22
오름테라퓨틱,0.3763,0.3179,0.3590,0.4531,2.08,190
인터플렉스,0.3749,0.0476,0.7198,0.3585,0.96,16
비나텍,0.3748,0.1499,0.4974,0.4783,2.28,189
교보증권,0.3740,0.1387,0.3641,0.6204,1.08,12
에스티아이,0.3740,0.0616,0.6911,0.3704,0.91,57
계룡건설산업,0.3731,0.3361,0.4845,0.2997,0.58,17
파트론,0.3722,0.2115,0.6920,0.2143,0.54,18
금강철강,0.3715,0.0308,0.6878,0.3971,0.85,12
선익시스템,0.3713,0.0826,0.2907,0.7416,1.60,95
흥아해운,0.3713,0.2549,0.5883,0.2717,0.62,361
롯데에너지머티리얼즈,0.3706,0.1891,0.5408,0.3831,1.73,231
KG케미칼,0.3692,0.0336,0.7039,0.3711,0.57,15
디아이씨,0.3688,0.0952,0.5571,0.4552,0.90,199
네오셈,0.3686,0.0392,0.6972,0.3704,1.05,97
텔레칩스,0.3674,0.1555,0.5178,0.4300,0.54,46
에코프로에이치엔,0.3658,0.2885,0.5858,0.2241,0.53,114
우리로,0.3657,0.1036,0.4855,0.5091,2.38,379
BNK금융지주,0.3618,0.2367,0.3478,0.5021,1.46,250
서울보증보험,0.3613,0.4286,0.4031,0.2535,0.58,33
액트로,0.3605,0.0154,0.5840,0.4832,1.98,10
아진엑스텍,0.3601,0.1246,0.5500,0.4069,1.85,51
우리금융지주,0.3599,0.2143,0.3524,0.5140,1.40,781
넥스틴,0.3598,0.1863,0.7023,0.1919,0.60,83
코스메카코리아,0.3582,0.0182,0.7249,0.3326,0.81,53
S-Oil,0.3557,0.1751,0.5163,0.3768,1.40,437
제주은행,0.3549,0.5042,0.3299,0.2318,0.49,307
파세코,0.3548,0.1513,0.5528,0.3613,0.68,13
우진엔텍,0.3520,0.2129,0.6873,0.1569,0.38,18
GRT,0.3502,0.0014,0.6154,0.4349,0.54,25
지니너스,0.3484,0.1877,0.3985,0.4601,0.86,11
뷰웍스,0.3479,0.0224,0.6869,0.3354,1.03,14
앱클론,0.3467,0.0280,0.3500,0.6632,1.98,108
셀비온,0.3452,0.4146,0.2593,0.3627,0.69,16
와이씨켐,0.3433,0.2073,0.4364,0.3873,0.41,86
이노스페이스,0.3430,0.4118,0.3500,0.2682,1.07,65
제이앤티씨,0.3405,0.4314,0.5022,0.0889,0.42,67
한화손해보험,0.3403,0.2087,0.3971,0.4160,0.70,90
한온시스템,0.3390,0.3277,0.4075,0.2829,1.22,1436
이연제약,0.3385,0.2227,0.6166,0.1772,0.21,10
웨이비스,0.3381,0.4048,0.3822,0.2283,0.82,23
나노팀,0.3380,0.2437,0.4540,0.3172,1.31,258
알에스오토메이션,0.3337,0.0630,0.5147,0.4244,0.65,32
인터로조,0.3328,0.1289,0.6857,0.1849,0.49,20
삼성화재해상보험,0.3319,0.2381,0.3876,0.3711,0.82,1314
뉴로메카,0.3315,0.2717,0.1573,0.5665,1.69,158
메디포스트,0.3307,0.3431,0.4168,0.2332,0.90,31
아세아제지,0.3296,0.0462,0.6956,0.2479,0.33,12
유진로봇,0.3284,0.1148,0.4798,0.3915,1.62,89
두산밥캣,0.3276,0.0714,0.6162,0.2962,0.84,206
상아프론테크,0.3273,0.0784,0.6740,0.2304,0.76,15
하이젠알앤엠,0.3266,0.4790,0.4114,0.0903,0.57,58
아스플로,0.3238,0.0252,0.4416,0.5056,2.38,31
동운아나텍,0.3237,0.1625,0.3482,0.4615,1.95,45
신흥에스이씨,0.3216,0.0546,0.4911,0.4202,1.67,25
일진파워,0.3210,0.1527,0.5523,0.2591,0.89,40
우진,0.3192,0.0028,0.5888,0.3669,1.36,56
레이크머티리얼즈,0.3191,0.0126,0.5787,0.3669,1.07,110
인탑스,0.3175,0.1008,0.6775,0.1751,0.55,35
케이프,0.3151,0.2157,0.3664,0.3641,1.22,12
다날,0.3144,0.1961,0.5829,0.1653,0.51,56
성광벤드,0.3143,0.0070,0.7010,0.2360,0.36,65
삼화전기,0.3139,0.1064,0.6605,0.1758,0.55,114
CJ CGV,0.3130,0.3571,0.2846,0.2983,0.29,21
DB손해보험,0.3124,0.0994,0.4101,0.4286,1.08,455
더블유씨피,0.3115,0.1120,0.4781,0.3452,1.53,103
금양그린파워,0.3112,0.2913,0.4344,0.2087,0.50,13
제이에스코퍼레이션,0.3105,0.0378,0.5045,0.3901,0.48,17
롯데손해보험,0.3075,0.3221,0.3589,0.2423,0.74,19
와이솔,0.3062,0.0938,0.5611,0.2647,1.06,17
아바텍,0.3058,0.0196,0.5906,0.3081,1.08,124
파인엠텍,0.3033,0.0854,0.5376,0.2878,1.19,35
인텔리안테크,0.3010,0.0140,0.4179,0.4720,2.08,267
펨트론,0.2999,0.2325,0.3718,0.2962,1.07,38
엘앤케이바이오,0.2991,0.3501,0.4619,0.0861,0.36,12
서연이화,0.2927,0.0056,0.6843,0.1891,0.50,15
JB금융지주,0.2864,0.1331,0.3699,0.3571,0.71,278
동화기업,0.2824,0.1905,0.4817,0.1758,0.53,10
비씨엔씨,0.2797,0.0294,0.4848,0.3256,1.38,10
라온텍,0.2744,0.2045,0.2197,0.3999,1.75,65
필에너지,0.2740,0.1737,0.5310,0.1183,0.71,11
이수화학,0.2737,0.1779,0.3605,0.2836,1.31,371
태양금속공업,0.2729,0.0742,0.5703,0.1751,0.26,41
엘오티베큠,0.2722,0.0406,0.5542,0.2227,0.99,20
롯데관광개발,0.2721,0.1050,0.2486,0.4636,0.72,109
제노코,0.2720,0.0686,0.4120,0.3361,0.81,24
에스오에스랩,0.2664,0.4272,0.2126,0.1604,0.49,53
아이텍,0.2656,0.1176,0.5790,0.1008,0.42,35
유진증권,0.2651,0.1190,0.3312,0.3459,1.03,47
아진산업,0.2529,0.1667,0.3861,0.2066,0.76,19
아이엠티,0.2499,0.2899,0.2868,0.1737,0.78,17
파워로직스,0.2471,0.0896,0.5803,0.0721,0.33,11
아바코,0.2362,0.0168,0.5876,0.1050,0.40,17
넥스트칩,0.2351,0.2409,0.1541,0.3109,0.75,24
호텔신라,0.2262,0.0812,0.4749,0.1232,0.67,201
가온칩스,0.2228,0.0798,0.4493,0.1401,0.78,72
성신양회,0.2136,0.0756,0.5020,0.0637,0.38,10
티로보틱스,0.2011,0.0098,0.2908,0.3032,1.08,45
