종목명,ROE,최종점수
CJ,0.84,0.50
삼익악기,6.17,3.70
슈피겐코리아,5.47,3.28
파인테크닉스,-28.86,-17.32
아이티센엔텍,22.19,13.31
오로스테크놀로지,-10.12,-6.07
액스비스,17.83,10.70
이수페타시스,21.22,12.73
한화에어로스페이스,13.12,7.87
LK삼양,-55.87,-33.52
피아이이,-43.68,-26.21
이노션,9.97,5.98
산은캐피탈,16.38,9.83
파라다이스,6.54,3.93
쌍용씨앤이,-0.75,-0.45
풍산홀딩스,6.34,3.80
노머스,14.32,8.59
앤씨앤,7.27,4.36
서린바이오,0.67,0.40
인지컨트롤스,7.35,4.41
서부T&D,8.38,5.03
나노엔텍,1.74,1.04
지역난방공사,14.73,8.84
원익,4.07,2.44
웨이브일렉트로,2.10,1.26
SG,-2.40,-1.44
글로벌에스엠,5.84,3.50
교촌에프앤비,9.13,5.48
한솔피엔에스,-6.84,-4.10
NH투자증권,10.93,6.56
신성통상,10.91,6.54
밸로프,5.59,3.35
페이퍼코리아,-7.33,-4.40
재영솔루텍,8.27,4.96
덕산테코피아,-99.13,-59.48
더블유에스아이,-5.58,-3.35
노루페인트,3.96,2.37
데이원컴퍼니,10.45,6.27
롯데웰푸드,3.12,1.87
엔브이에이치코리아,-13.41,-8.05
핸즈코퍼레이션,-95.02,-57.01
모나미,-13.17,-7.90
대창솔루션,-21.60,-12.96
HLB,-47.62,-28.57
AK홀딩스,-15.55,-9.33
서원,-0.01,-0.01
위지트,5.90,3.54
수산세보틱스,7.93,4.76
영흥,-33.14,-19.88
웰킵스하이텍,-9.29,-5.57
코오롱글로벌,-29.28,-17.57
마크로젠,-0.12,-0.07
HD한국조선해양,17.32,10.39
노루홀딩스,7.21,4.33
한화투자증권,4.93,2.96
이브이첨단소재,-21.02,-12.61
고려아연,6.89,4.13
윌비스,-75.25,-45.15
케이피에프,5.79,3.48
대호에이엘,-38.50,-23.10
잉크테크,3.20,1.92
SK스퀘어,31.51,18.91
케어랩스,26.14,15.69
솔루엠,2.52,1.51
상지건설,-13.57,-8.14
이엔플러스,2.76,1.66
파크시스템스,15.31,9.19
넵튠,-12.85,-7.71
나노실리칸첨단소재,-20.29,-12.17
비에이치아이,36.70,22.02
화승인더스트리,1.73,1.04
한세실업,7.79,4.68
한빛소프트,27.19,16.32
이노테크,13.24,7.95
LS네트웍스,-1.49,-0.90
원익큐브,2.55,1.53
상상인증권,-3.00,-1.80
선광,9.09,5.46
대창,1.09,0.65
에코플라스틱,0.55,0.33
아이에스동서,-5.05,-3.03
TCC스틸,-3.05,-1.83
풍국주정,6.77,4.06
디아이동일,-1.92,-1.15
티케이지애강,-13.30,-7.98
코맥스,-138.09,-82.86
다올투자증권,5.43,3.26
YBM넷,3.06,1.83
스타코링크,-130670.23,-78402.14
아이엠,-199.86,-119.92
앱튼,-24.62,-14.77
코퍼스코리아,-53.45,-32.07
인스웨이브,-8.58,-5.15
주성엔지니어링,6.05,3.63
대한항공,5.65,3.39
네패스,8.21,4.93
까뮤이앤씨,17.82,10.69
알멕,-3.80,-2.28
동원시스템즈,6.23,3.74
HRS,10.43,6.26
GS글로벌,2.43,1.46
대아티아이,13.24,7.95
머큐리,-1.65,-0.99
애경산업,3.79,2.27
KG에코솔루션,5.89,3.53
SKC,-35.51,-21.31
한성크린텍,0.85,0.51
이건산업,-7.51,-4.51
씨싸이트,-2.44,-1.46
일동홀딩스,6.24,3.75
블루엠텍,-10.06,-6.04
크라우드웍스,-129.04,-77.43
세방전지,8.51,5.10
티엘아이,-82.32,-49.39
아이에이,-75.62,-45.37
신풍제약,3.10,1.86
기업은행,7.38,4.43
체리부로,20.60,12.36
아모레퍼시픽홀딩스,4.04,2.42
유니온바이오메트릭스,4.85,2.91
디바이스,10.51,6.31
중앙첨단소재,-5.30,-3.18
아티스트스튜디오,-9.48,-5.69
LS티라유텍,-16.25,-9.75
코오롱생명과학,4.27,2.56
OCI홀딩스,-3.09,-1.85
참엔지니어링,-20.32,-12.19
태영건설,14.91,8.94
이엠텍,-6.06,-3.64
SK텔레콤,2.90,1.74
한올바이오파마,-3.44,-2.06
ISC,10.49,6.29
서연,5.75,3.45
엑시콘,4.58,2.75
HDC,7.67,4.60
옵트론텍,-37.57,-22.54
삼익제약,-1.09,-0.66
강원에너지,-13.22,-7.93
넥슨게임즈,-24.26,-14.55
신세계인터내셔날,0.49,0.29
엔터미디어,-1472.72,-883.63
고스트스튜디오,5.00,3.00
에스투더블유,-22.88,-13.73
멤레이비티,-43.15,-25.89
알테오젠,31.95,19.17
디어유,8.88,5.33
세미파이브,-25.49,-15.30
에스와이스틸텍,-2.19,-1.31
와이엔텍,8.78,5.27
SFA반도체,-4.05,-2.43
에스에프에이,3.45,2.07
에이디칩스,-337.04,-202.22
대덕,0.43,0.26
삼양홀딩스,-11.24,-6.74
나래나노텍,34.35,20.61
고영,4.40,2.64
한일시멘트,4.34,2.61
우리금융캐피탈,8.09,4.86
로아앤코,24.29,14.58
NH농우바이오,4.41,2.65
녹십자엠에스,7.46,4.48
클래시스,23.92,14.35
삼영엠텍,3.37,2.02
세종텔레콤,4.63,2.78
티에스넥스젠,-201.50,-120.90
제놀루션,-18.55,-11.13
일승,15.06,9.04
오비고,-8.38,-5.03
일동제약,9.89,5.94
대양제지공업,-6.81,-4.09
에프알텍,3.61,2.17
형지I&C,-25.94,-15.56
에스넷,4.32,2.59
에코아이,1.42,0.85
알체라,-11.44,-6.87
웅진,34.03,20.42
대원화성,7.89,4.74
현대지에프홀딩스,7.10,4.26
오션인더블유,-6.61,-3.96
코미팜,-11.14,-6.68
케이엔더블유,-4.72,-2.83
삼천당제약,3.31,1.99
드림텍,2.74,1.64
다우데이타,15.56,9.33
인스코비,-259.45,-155.67
알티캐스트,0.02,0.01
하이트진로홀딩스,1.39,0.84
아시아종묘,-5.67,-3.40
두산,2.04,1.22
경남은행,8.08,4.85
덕양에너젠,10.63,6.38
쎌바이오텍,7.69,4.62
국제약품,5.84,3.50
KR모터스,-4.34,-2.60
동양,2.68,1.61
서울전자통신,-61.04,-36.63
KISCO홀딩스,-1.55,-0.93
한국앤컴퍼니,7.26,4.36
한솔홈데코,-22.44,-13.46
새론오토모티브,-0.21,-0.13
부방,1.35,0.81
에코프로비엠,4.54,2.73
한국캐피탈,13.33,8.00
팬오션,5.27,3.16
디와이씨,6.81,4.08
지노믹트리,-7.91,-4.75
바이오비쥬,6.70,4.02
위닉스,-12.55,-7.53
HS효성,3.84,2.30
이니텍,2.05,1.23
루멘스,-6.28,-3.77
LB세미콘,-55.87,-33.52
GH신소재,-4.23,-2.54
피에스케이,14.57,8.74
꿈비,-22.27,-13.36
리센스메디컬,-274.03,-164.42
플랜텍,-4.44,-2.66
다원시스,38.18,22.91
디케이락,4.94,2.96
온타이드,-10.20,-6.12
블루콤,9.62,5.77
HMM,7.07,4.24
엔바이오니아,-31.59,-18.95
다산디엠씨,-12.12,-7.27
아이비김영,28.37,17.02
삼양식품,30.57,18.34
인벤티지랩,-19.68,-11.81
에스케이브로드밴드,5.78,3.47
제이케이리버스톤자기관리부동산투자회사,-12.73,-7.64
대한광통신,-41.97,-25.18
아센디오,-190.54,-114.32
노브랜드,3.31,1.98
SNT다이내믹스,7.10,4.26
이원컴포텍,-43.01,-25.81
미래나노텍,4.04,2.42
린드먼아시아,4.96,2.98
모다이노칩,-1.67,-1.00
HLB파나진,-4.32,-2.59
휴스토리,49.55,29.73
지어소프트,8.52,5.11
콜마비앤에이치,-6.37,-3.82
코오롱이앤피,11.61,6.97
브이원텍,-11.75,-7.05
롯데이노베이트,0.90,0.54
이랜텍,8.62,5.17
서희건설,11.11,6.66
웅진씽크빅,-8.73,-5.24
케이바이오랩스,-4.93,-2.96
우성머티리얼스,-24.55,-14.73
디에스엠,1.76,1.06
대한조선,22.77,13.66
씨엠티엑스,-11.79,-7.07
부산산업,-3.77,-2.26
씨티씨바이오,4.46,2.67
알엔티엑스,-12.45,-7.47
나우코스,18.02,10.81
실리콘투,36.85,22.11
제이스코홀딩스,-58.40,-35.04
누보,2.95,1.77
제이피아이헬스케어,7.68,4.61
센서뷰,-116.65,-69.99
광무,-13.47,-8.08
와이엠티,0.67,0.40
그린광학,3.12,1.87
코아스템켐온,-48.63,-29.18
쌍방울,-5.97,-3.58
엑셈,6.16,3.70
더즌,14.59,8.76
에스텍,17.71,10.63
젝시믹스,10.23,6.14
동방아그로,5.61,3.36
DH오토리드,12.25,7.35
위메이드플레이,7.57,4.54
소프트센,-1.49,-0.89
컴투스,0.88,0.53
더본코리아,-7.07,-4.24
더블유게임즈,10.88,6.53
한빛레이저,7.96,4.77
엘컴텍,2.63,1.58
LG에너지솔루션,0.28,0.17
NHN,2.93,1.76
무궁화인포메이션테크놀로지,-22.94,-13.77
DSC인베스트먼트,13.65,8.19
랩지노믹스,-43.02,-25.81
코다코,-57.98,-34.79
세아특수강,4.80,2.88
우주일렉트로,8.18,4.91
세원이앤씨,-41.05,-24.63
노타,-60.57,-36.34
코나아이,28.90,17.34
진원생명과학,-126.78,-76.07
남화토건,6.22,3.73
차AI헬스케어,1.81,1.09
하이퍼코퍼레이션,-4.94,-2.96
FSN,-16.86,-10.11
뉴키즈온,-8.95,-5.37
한전KPS,9.23,5.54
인트론바이오,-12.82,-7.69
제이에스링크,-23.97,-14.38
DL이앤씨,7.06,4.24
이아이디,21.86,13.12
애드바이오텍,-24.58,-14.75
대동,-4.62,-2.77
넥스쳐,5.55,3.33
동진쎄미켐,8.54,5.12
옵티코어,-98.42,-59.05
포톤,-13.37,-8.02
이스트소프트,-31.05,-18.63
엠게임,11.69,7.01
대한방직,-0.39,-0.24
인트로메딕,-34.50,-20.70
유비온,17.05,10.23
파멥신,-12.29,-7.37
SP삼화,2.29,1.37
시프트업,20.78,12.47
에이치엔에스하이텍,8.64,5.19
육일씨엔에쓰,6.81,4.08
대양금속,9.39,5.63
DH오토웨어,-44.35,-26.61
이엠넷,1.87,1.12
큐리옥스바이오시스템즈,-51.46,-30.88
케이디켐,3.42,2.05
메디아나,3.89,2.34
인티큐브,6.63,3.98
에이비온,-42.51,-25.51
다이나믹디자인,-20.12,-12.07
로젠,5.08,3.05
스코넥,-165.57,-99.34
한화,4.11,2.47
지아이에스,-8.47,-5.08
한일사료,3.79,2.28
금호전기,-38.91,-23.35
와이지-원,5.83,3.50
에스팀,13.49,8.10
세운메디칼,7.90,4.74
케일럼,-6.04,-3.62
모트렉스,4.32,2.59
HEM파마,-454.92,-272.95
위메이드,-3.33,-2.00
인화정공,7.49,4.49
자이에스앤디,5.33,3.20
에스프리즘,-47.56,-28.54
제로투세븐,4.14,2.48
LG씨엔에스,14.93,8.96
하나금융지주,8.84,5.31
키다리스튜디오,3.21,1.92
NICE평가정보,16.63,9.98
한국종합기술,5.01,3.00
우진비앤지,-5.61,-3.36
디에이치엑스컴퍼니,-169.58,-101.75
아이오케이이엔엠,-25.37,-15.22
앱코,10.32,6.19
현대제철,0.01,0.00
엠투엔,-0.41,-0.25
미래에셋벤처투자,8.18,4.91
서암기계공업,1.77,1.06
ES큐브,-2.25,-1.35
삼진식품,12.45,7.47
넷마블,4.20,2.52
케이에이치필룩스,-10.08,-6.05
슈어소프트테크,7.90,4.74
광진실업,-24.24,-14.55
이큐셀,-23.51,-14.10
나우IB,5.54,3.32
대원강업,6.30,3.78
비큐AI,-6.77,-4.06
CJ 바이오사이언스,-44.75,-26.85
KBG,5.52,3.31
세종메디칼,-0.11,-0.07
광동제약,3.00,1.80
티엠씨,-0.53,-0.32
어보브반도체,1.27,0.76
엑스큐어,-1.55,-0.93
DKME,-2.30,-1.38
오텍,-5.86,-3.52
파이온엑스,-33.19,-19.91
메드팩토,-27.86,-16.72
DL,-1.96,-1.17
